subj_idx,valence,matchness,condition,rt_m,sd,var
15,Good,match,word_first,695.2307692307693,167.23344250328034,27967.024291497975
15,Good,mismatch,image_first,724,193.64783466635444,37499.48387096774
15,Good,mismatch,simultaneous,797.7714285714286,102.43479582133203,10492.887394957983
15,Good,mismatch,word_first,801.90625,133.92905184245635,17936.990927419356
15,Neutral,match,image_first,610.1842105263158,96.05906270487061,9227.343527738265
15,Neutral,match,simultaneous,717.0555555555555,97.86227770098853,9577.025396825396
15,Neutral,match,word_first,634.025,130.02612903093453,16906.794230769232
15,Neutral,mismatch,image_first,705.6315789473684,71.18700953944669,5067.590327169274
15,Neutral,mismatch,simultaneous,856.7222222222222,154.44622015651572,23853.634920634922
15,Neutral,mismatch,word_first,732.1538461538462,143.8269315351538,20686.186234817815
16,Bad,match,image_first,555.5945945945946,99.08062358488652,9816.96996996997
16,Bad,match,simultaneous,650.4102564102565,78.1162150256432,6102.143049932523
16,Bad,match,word_first,561.1538461538462,78.85514316288359,6218.133603238866
16,Bad,mismatch,image_first,594.275,104.00739310507123,10817.53782051282
16,Bad,mismatch,simultaneous,696.425,68.87740409504264,4744.096794871795
16,Bad,mismatch,word_first,601.35,92.20338444202633,8501.464102564103
16,Good,match,image_first,546.4444444444445,114.85679143908966,13192.08253968254
16,Good,match,simultaneous,645.2051282051282,63.31466093093226,4008.7462887989204
16,Good,match,word_first,565.2702702702703,77.79411883249868,6051.924924924925
16,Good,mismatch,image_first,597.6578947368421,102.27447868379812,10460.068990042675
16,Good,mismatch,simultaneous,701.9166666666666,75.42086676018211,5688.307142857143
16,Good,mismatch,word_first,612.075,62.77570471579035,3940.7891025641024
16,Neutral,match,image_first,527.027027027027,94.83772294658753,8994.193693693695
16,Neutral,match,simultaneous,645.3684210526316,98.27441476518466,9657.860597439545
16,Neutral,match,word_first,516.6153846153846,49.38922500463744,2439.2955465587042
16,Neutral,mismatch,image_first,602.1578947368421,104.42365019368171,10904.298719772403
16,Neutral,mismatch,simultaneous,681.9,101.80594914861942,10364.451282051283
16,Neutral,mismatch,word_first,553.3,60.96876039079147,3717.1897435897436
17,Bad,match,image_first,694.3939393939394,157.79336555166446,24898.746212121212
17,Bad,match,simultaneous,795.6296296296297,174.87735221888602,30582.088319088318
17,Bad,match,word_first,706.7666666666667,180.66957519820224,32641.49540229885
17,Bad,mismatch,image_first,781.918918918919,158.7027932223519,25186.576576576575
17,Bad,mismatch,simultaneous,929.939393939394,205.47824389000704,42221.308712121216
17,Bad,mismatch,word_first,764.1944444444445,163.19310549940425,26631.989682539683
17,Good,match,image_first,616.1538461538462,186.68895302664868,34852.76518218624
17,Good,match,simultaneous,833.9354838709677,208.61590471228394,43520.59569892473
17,Good,match,word_first,554.225,98.11544416968913,9626.640384615384
17,Good,mismatch,image_first,730.4285714285714,144.86551282732094,20986.016806722688
17,Good,mismatch,simultaneous,865.6333333333333,197.33368961601886,38940.58505747127
17,Good,mismatch,word_first,798.7647058823529,216.9187892756641,47053.76114081997
17,Neutral,match,image_first,696.060606060606,171.7327028032844,29492.121212121212
17,Neutral,match,simultaneous,796,116.0486549796276,13467.290322580646
17,Neutral,match,word_first,603.2702702702703,122.56260274484869,15021.591591591592
17,Neutral,mismatch,image_first,688.2702702702703,103.97159031000533,10810.091591591592
17,Neutral,mismatch,simultaneous,826.2352941176471,101.99199577136446,10402.367201426025
17,Neutral,mismatch,word_first,659.2972972972973,126.77317120328313,16071.436936936936
18,Bad,match,image_first,636.3235294117648,84.24593168425163,7097.377005347594
18,Bad,match,simultaneous,812.1212121212121,123.5452238999341,15263.422348484848
18,Bad,match,word_first,709.9722222222222,212.1933735482279,45026.02777777778
18,Bad,mismatch,image_first,605.2051282051282,85.42684758785683,7297.74628879892
18,Bad,mismatch,simultaneous,781.972972972973,167.58488503947393,28084.693693693695
18,Bad,mismatch,word_first,612.974358974359,137.9655729710719,19034.499325236167
18,Good,match,image_first,575.3055555555555,96.28909430740163,9271.589682539683
18,Good,match,simultaneous,753.9459459459459,145.19449521742015,21081.441441441442
18,Good,match,word_first,621.5384615384615,105.2607904592074,11079.834008097167
18,Good,mismatch,image_first,689.21875,154.9165715900846,23999.144153225807
18,Good,mismatch,simultaneous,809.2,168.25187701076936,28308.694117647057
18,Good,mismatch,word_first,706.0294117647059,147.10385638479997,21639.54456327986
18,Neutral,match,image_first,673.4705882352941,153.1810644390285,23464.4385026738
18,Neutral,match,simultaneous,744.325,122.2792909694851,14952.225
18,Neutral,match,word_first,588.8421052631579,86.70344808000195,7517.487908961593
18,Neutral,mismatch,image_first,671.3846153846154,87.76871981598941,7703.348178137652
18,Neutral,mismatch,simultaneous,804.1052631578947,141.27810210259997,19959.50213371266
18,Neutral,mismatch,word_first,642.25,115.14373005695347,13258.078571428572
19,Bad,match,image_first,621.8378378378378,132.43520711685426,17539.084084084083
19,Bad,match,simultaneous,816.0285714285715,167.56025882092226,28076.440336134452
19,Bad,match,word_first,642.4594594594595,84.44281253362294,7130.588588588588
19,Bad,mismatch,image_first,759.1111111111111,243.66402838777563,59372.15873015873
19,Bad,mismatch,simultaneous,830.8,116.4195758756182,13553.517647058823
19,Bad,mismatch,word_first,833.1538461538462,214.01027255983206,45800.396761133605
19,Good,match,image_first,699.4166666666666,238.9356607959557,57090.25
19,Good,match,simultaneous,832.8974358974359,146.66302136311532,21510.041835357624
19,Good,match,word_first,688.8181818181819,173.45342576349108,30086.090909090908
19,Good,mismatch,image_first,773.34375,225.21066974308528,50719.84576612903
19,Good,mismatch,simultaneous,902.5714285714286,168.5505591960199,28409.291005291005
19,Good,mismatch,word_first,767.2258064516129,157.707896584671,24871.78064516129
19,Neutral,match,image_first,808.2647058823529,237.3509495705296,56335.47326203209
19,Neutral,match,simultaneous,844,142.18111895830364,20215.470588235294
19,Neutral,match,word_first,715.9722222222222,210.60409521335268,44354.08492063492
19,Neutral,mismatch,image_first,823.7631578947369,212.55491299522302,45179.59103840683
19,Neutral,mismatch,simultaneous,1028.2592592592594,184.0906115920996,33889.35327635328
19,Neutral,mismatch,word_first,781.6,156.58960975222124,24520.305882352943
20,Bad,match,image_first,965.7666666666667,160.59129605248253,25789.564367816092
20,Bad,match,simultaneous,1092.9705882352941,155.91693306958456,24310.09001782531
20,Bad,match,word_first,786.3055555555555,165.14527274830215,27272.96111111111
20,Bad,mismatch,image_first,667.525,99.700059794751,9940.101923076923
20,Bad,mismatch,simultaneous,882.2307692307693,188.31754558646017,35463.4979757085
20,Bad,mismatch,word_first,624.875,110.38468574106575,12184.778846153846
20,Good,match,image_first,745.7179487179487,143.76368561269103,20667.99730094467
20,Good,match,simultaneous,877.3157894736842,197.2587962979787,38911.03271692745
20,Good,match,word_first,678.1315789473684,162.96959939562126,26559.090327169273
20,Good,mismatch,image_first,758.6410256410256,128.4813087326605,16507.44669365722
20,Good,mismatch,simultaneous,894.2,140.2487168001995,19669.702564102565
20,Good,mismatch,word_first,689.6216216216217,129.19802874127234,16692.130630630632
20,Neutral,match,image_first,730.974358974359,119.18792926773627,14205.762483130904
20,Neutral,match,simultaneous,814.7027027027027,117.18690315163325,13732.77027027027
20,Neutral,match,word_first,674.0555555555555,165.55101836757055,27407.139682539684
20,Neutral,mismatch,image_first,728.8974358974359,102.0128461652063,10406.620782726046
20,Neutral,mismatch,simultaneous,904.9166666666666,199.6601934716654,39864.19285714286
20,Neutral,mismatch,word_first,702.4736842105264,189.7216648134136,35994.31009957326
21,Bad,match,image_first,581.425,125.10096179096962,15650.250641025641
21,Bad,match,simultaneous,708.7435897435897,134.6286741078504,18124.87989203779
21,Bad,match,word_first,592.5833333333334,123.67708530108327,15296.021428571428
21,Bad,mismatch,image_first,670.05,159.4553148562237,25425.997435897436
21,Bad,mismatch,simultaneous,758.8205128205128,124.32827340613697,15457.519568151147
21,Bad,mismatch,word_first,644.6,109.08190289164165,11898.861538461539
21,Good,match,image_first,566.8571428571429,127.27671171325026,16199.361344537816
21,Good,match,simultaneous,710.1538461538462,138.61809300557422,19214.975708502025
21,Good,match,word_first,614.1944444444445,140.2222357432137,19662.275396825396
21,Good,mismatch,image_first,695.6666666666666,144.9721086302526,21016.912280701756
21,Good,mismatch,simultaneous,807.925,142.76974244907203,20383.199358974358
21,Good,mismatch,word_first,682.2777777777778,124.48559552037935,15496.663492063492
21,Neutral,match,image_first,597.025641025641,155.23555737202926,24098.078272604587
21,Neutral,match,simultaneous,623.3,113.14823497042752,12802.523076923077
21,Neutral,match,word_first,575.7567567567568,104.32518748962183,10883.744744744745
