subj_idx,valence,condition,CR,hit,FA,miss,hitR,faR,dprime
6,Neutral,word_first,40,37,0,2,0.9487179487179487,0.0125,3.8739506934512926
7,Bad,image_first,40,39,0,1,0.975,0.0125,4.201366712144998
7,Bad,simultaneous,40,36,0,4,0.9,0.0125,3.5229542931495454
7,Bad,word_first,38,37,2,3,0.925,0.05,3.0843850978899283
7,Good,image_first,38,39,2,1,0.975,0.05,3.6048176114915265
7,Good,simultaneous,38,40,2,0,0.9875,0.05,3.8862563545564193
7,Good,word_first,37,39,3,1,0.975,0.075,3.399495455478509
7,Neutral,image_first,38,37,2,3,0.925,0.05,3.0843850978899283
7,Neutral,simultaneous,39,32,1,8,0.8,0.025,2.8015852181129683
7,Neutral,word_first,40,34,0,6,0.85,0.0125,3.277836117098734
8,Bad,image_first,37,33,3,7,0.825,0.075,2.3741207620119353
8,Bad,simultaneous,30,34,10,6,0.85,0.25,1.710923139689871
8,Bad,word_first,38,38,2,2,0.95,0.05,3.289707253902944
8,Good,image_first,34,34,6,6,0.85,0.15,2.0728667789875788
8,Good,simultaneous,35,38,5,2,0.95,0.125,2.7952030073274794
8,Good,word_first,37,34,3,6,0.85,0.075,2.475964860432245
8,Neutral,image_first,38,36,2,4,0.9,0.05,2.9264051924960732
8,Neutral,simultaneous,36,37,4,3,0.925,0.1,2.7210830364830567
8,Neutral,word_first,38,39,2,1,0.975,0.05,3.6048176114915265
9,Bad,image_first,38,40,2,0,0.9875,0.05,3.8862563545564193
9,Bad,simultaneous,38,37,2,3,0.925,0.05,3.0843850978899283
9,Bad,word_first,40,35,0,5,0.875,0.0125,3.3917521079809525
9,Good,image_first,39,39,1,1,0.975,0.025,3.919927969080107
9,Good,simultaneous,38,37,2,3,0.925,0.05,3.0843850978899283
9,Good,word_first,37,37,3,3,0.925,0.075,2.879062941876912
9,Neutral,image_first,39,38,1,2,0.95,0.025,3.6048176114915256
9,Neutral,simultaneous,39,38,1,2,0.95,0.025,3.6048176114915256
9,Neutral,word_first,39,40,1,0,0.9875,0.025,4.201366712145
10,Bad,image_first,37,35,2,5,0.875,0.05128205128205128,2.7828973462223563
10,Bad,simultaneous,37,38,3,2,0.95,0.075,3.0843850978899274
10,Bad,word_first,40,38,0,2,0.95,0.0125,3.886256354556416
10,Good,image_first,36,40,4,0,0.9875,0.1,3.5229542931495472
10,Good,simultaneous,38,40,2,0,0.9875,0.05,3.8862563545564193
10,Good,word_first,37,38,3,2,0.95,0.075,3.0843850978899274
10,Neutral,image_first,39,39,0,1,0.975,0.01282051282051282,4.191569819800977
10,Neutral,simultaneous,39,38,0,1,0.9743589743589743,0.01282051282051282,4.18071783220081
10,Neutral,word_first,39,38,1,2,0.95,0.025,3.6048176114915256
11,Bad,image_first,40,40,0,0,0.9875,0.0125,4.482805455209891
11,Bad,simultaneous,31,28,7,11,0.717948717948718,0.18421052631578946,1.4761934721750318
11,Bad,word_first,40,36,0,3,0.9230769230769231,0.0125,3.6674795998777925
11,Good,image_first,39,40,1,0,0.9875,0.025,4.201366712145
11,Good,simultaneous,37,35,3,4,0.8974358974358975,0.075,2.7066072222049
11,Good,word_first,39,40,1,0,0.9875,0.025,4.201366712145
11,Neutral,image_first,40,38,0,1,0.9743589743589743,0.0125,4.1905147245448315
11,Neutral,simultaneous,36,36,3,3,0.9230769230769231,0.07692307692307693,2.852153744545695
11,Neutral,word_first,39,40,1,0,0.9875,0.025,4.201366712145
12,Bad,image_first,37,35,2,5,0.875,0.05128205128205128,2.7828973462223563
12,Bad,simultaneous,34,34,6,6,0.85,0.15,2.0728667789875788
12,Bad,word_first,39,34,1,6,0.85,0.025,2.996397374033843
12,Good,image_first,30,40,10,0,0.9875,0.25,2.915892477801028
12,Good,simultaneous,28,40,12,0,0.9875,0.3,2.7658032403129873
12,Good,word_first,29,33,11,7,0.825,0.275,1.5323494171159582
12,Neutral,image_first,32,37,8,3,0.925,0.2,2.28115270451137
12,Neutral,simultaneous,34,39,5,1,0.975,0.1282051282051282,3.0948806025335447
12,Neutral,word_first,34,33,6,6,0.8461538461538461,0.15,2.0565096222799912
13,Bad,image_first,33,32,7,8,0.8,0.175,1.7762105246463946
13,Bad,simultaneous,29,29,11,11,0.725,0.275,1.1955202520849568
13,Bad,word_first,32,31,8,9,0.775,0.2,1.5970362599333834
13,Good,image_first,32,40,8,0,0.9875,0.2,3.0830239611778607
13,Good,simultaneous,29,40,11,0,0.9875,0.275,2.8391628536474247
13,Good,word_first,37,40,3,0,0.9875,0.075,3.680934198543402
13,Neutral,image_first,31,33,9,7,0.825,0.225,1.690004317433949
13,Neutral,simultaneous,35,35,5,5,0.875,0.125,2.3006987607520157
13,Neutral,word_first,32,36,8,4,0.9,0.2,2.123172799117515
14,Bad,image_first,38,28,2,11,0.717948717948718,0.05,2.2216121914592706
14,Bad,simultaneous,37,28,3,12,0.7,0.075,1.9639319836464963
14,Bad,word_first,36,36,4,4,0.9,0.1,2.5631031310892016
14,Good,image_first,38,35,2,4,0.8974358974358975,0.05,2.911929378217917
14,Good,simultaneous,37,37,3,3,0.925,0.075,2.879062941876912
14,Good,word_first,31,25,9,15,0.625,0.225,1.0740543903248445
14,Neutral,image_first,31,34,8,6,0.85,0.20512820512820512,1.8598758767176076
14,Neutral,simultaneous,38,26,2,14,0.65,0.05,2.03017409335904
14,Neutral,word_first,32,32,8,8,0.8,0.2,1.6832424671458286
15,Bad,image_first,33,37,7,3,0.925,0.175,2.3741207620119362
15,Bad,simultaneous,31,35,9,5,0.875,0.225,1.9057644067364772
15,Bad,word_first,32,38,8,2,0.95,0.2,2.486474860524386
15,Good,image_first,32,36,7,4,0.9,0.1794871794871795,2.1988727511638286
15,Good,simultaneous,35,37,5,3,0.925,0.125,2.5898808513144638
15,Good,word_first,32,39,6,0,0.9871794871794872,0.15789473684210525,3.2347538029234584
15,Neutral,image_first,38,38,2,2,0.95,0.05,3.289707253902944
15,Neutral,simultaneous,36,36,4,4,0.9,0.1,2.5631031310892016
15,Neutral,word_first,39,40,1,0,0.9875,0.025,4.201366712145
16,Bad,image_first,40,37,0,3,0.925,0.0125,3.6809341985434005
16,Bad,simultaneous,40,39,0,1,0.975,0.0125,4.201366712144998
16,Bad,word_first,40,39,0,1,0.975,0.0125,4.201366712144998
16,Good,image_first,38,36,2,4,0.9,0.05,2.9264051924960732
16,Good,simultaneous,36,39,4,1,0.975,0.1,3.2415155500846544
16,Good,word_first,40,37,0,3,0.925,0.0125,3.6809341985434005
16,Neutral,image_first,38,37,1,3,0.925,0.02564102564102564,3.3886434678783437
16,Neutral,simultaneous,40,38,0,2,0.95,0.0125,3.886256354556416
16,Neutral,word_first,40,39,0,1,0.975,0.0125,4.201366712144998
17,Bad,image_first,37,33,3,7,0.825,0.075,2.3741207620119353
17,Bad,simultaneous,33,27,7,13,0.675,0.175,1.38835148124336
17,Bad,word_first,36,30,4,10,0.75,0.1,1.9560413157406824
17,Good,image_first,35,39,5,1,0.975,0.125,3.1103133649160615
17,Good,simultaneous,30,31,9,9,0.775,0.23076923076923078,1.4917309437365986
17,Good,word_first,34,40,6,0,0.9875,0.15,3.277836117098736
17,Neutral,image_first,37,33,3,7,0.825,0.075,2.3741207620119353
17,Neutral,simultaneous,34,32,6,8,0.8,0.15,1.8780546230667037
17,Neutral,word_first,37,37,3,3,0.925,0.075,2.879062941876912
18,Bad,image_first,39,34,1,6,0.85,0.025,2.996397374033843
18,Bad,simultaneous,37,33,3,7,0.825,0.075,2.3741207620119353
18,Bad,word_first,39,36,1,4,0.9,0.025,3.241515550084655
18,Good,image_first,32,36,7,4,0.9,0.1794871794871795,2.1988727511638286
18,Good,simultaneous,35,37,5,3,0.925,0.125,2.5898808513144638
18,Good,word_first,34,39,6,1,0.975,0.15,2.996397374033843
18,Neutral,image_first,39,34,1,6,0.85,0.025,2.996397374033843
18,Neutral,simultaneous,38,40,2,0,0.9875,0.05,3.8862563545564193
18,Neutral,word_first,36,38,4,2,0.95,0.1,2.9264051924960723
19,Bad,image_first,36,37,3,3,0.925,0.07692307692307693,2.865608343211303
19,Bad,simultaneous,35,35,5,4,0.8974358974358975,0.125,2.417425131642452
19,Bad,word_first,39,37,1,3,0.925,0.025,3.39949545547851
19,Good,image_first,32,36,8,4,0.9,0.2,2.123172799117515
19,Good,simultaneous,28,39,10,0,0.9871794871794872,0.2631578947368421,2.8652458360406254
19,Good,word_first,31,33,8,6,0.8461538461538461,0.20512820512820512,1.8435187200100196
19,Neutral,image_first,38,34,2,6,0.85,0.05,2.6812870164452622
19,Neutral,simultaneous,27,35,12,5,0.875,0.3076923076923077,1.6527516037493633
19,Neutral,word_first,35,36,5,4,0.9,0.125,2.4319009459206087
20,Bad,image_first,40,30,0,9,0.7692307692307693,0.0125,2.977718644981074
20,Bad,simultaneous,39,34,0,4,0.8947368421052632,0.01282051282051282,3.4837253555261425
20,Bad,word_first,40,36,0,2,0.9473684210526315,0.0125,3.8612589862432136
20,Good,image_first,39,39,1,1,0.975,0.025,3.919927969080107
20,Good,simultaneous,40,38,0,2,0.95,0.0125,3.886256354556416
20,Good,word_first,37,38,3,1,0.9743589743589743,0.075,3.388643467878343
20,Neutral,image_first,39,39,0,1,0.975,0.01282051282051282,4.191569819800977
20,Neutral,simultaneous,36,37,2,3,0.925,0.05263157894736842,3.0593877295767253
20,Neutral,word_first,38,36,2,4,0.9,0.05,2.9264051924960732
21,Bad,image_first,40,40,0,0,0.9875,0.0125,4.482805455209891
21,Bad,simultaneous,39,39,1,1,0.975,0.025,3.919927969080107
21,Bad,word_first,40,36,0,4,0.9,0.0125,3.5229542931495454
21,Good,image_first,39,35,1,5,0.875,0.025,3.1103133649160615
21,Good,simultaneous,40,39,0,1,0.975,0.0125,4.201366712144998
21,Good,word_first,36,36,4,4,0.9,0.1,2.5631031310892016
21,Neutral,image_first,40,39,0,1,0.975,0.0125,4.201366712144998
21,Neutral,simultaneous,39,40,1,0,0.9875,0.025,4.201366712145
21,Neutral,word_first,39,37,1,3,0.925,0.025,3.39949545547851
22,Bad,image_first,37,33,2,7,0.825,0.05128205128205128,2.5671372569198283
22,Bad,simultaneous,37,33,3,7,0.825,0.075,2.3741207620119353
22,Bad,word_first,37,32,3,8,0.8,0.075,2.28115270451137
22,Good,image_first,39,39,1,1,0.975,0.025,3.919927969080107
22,Good,simultaneous,37,39,3,0,0.9871794871794872,0.075,3.6711373061993804
22,Good,word_first,37,38,2,2,0.95,0.05128205128205128,3.27740159279782
22,Neutral,image_first,35,31,4,9,0.775,0.10256410256410256,2.0224907776269134
22,Neutral,simultaneous,38,33,1,7,0.825,0.02564102564102564,2.8837012880133677
22,Neutral,word_first,38,35,2,5,0.875,0.05,2.7952030073274807
23,Bad,image_first,31,34,9,6,0.85,0.225,1.7918484158542587
23,Bad,simultaneous,30,36,10,4,0.9,0.25,1.9560413157406824
23,Bad,word_first,28,24,12,16,0.6,0.3,0.7777476158438404
23,Good,image_first,26,38,14,2,0.95,0.35,2.0301740933590393
23,Good,simultaneous,32,37,8,3,0.925,0.2,2.28115270451137
23,Good,word_first,27,38,13,2,0.95,0.325,2.0986158171213507
23,Neutral,image_first,37,39,2,1,0.975,0.05128205128205128,3.592511950386402
23,Neutral,simultaneous,36,33,4,7,0.825,0.1,2.2161408566180807
23,Neutral,word_first,34,36,6,4,0.9,0.15,2.31798495503839
24,Bad,image_first,38,34,0,5,0.8717948717948718,0.013157894736842105,3.3564362063313276
24,Bad,simultaneous,38,34,1,4,0.8947368421052632,0.02564102564102564,3.201231517205107
24,Bad,word_first,39,32,1,8,0.8,0.025,2.8015852181129683
24,Good,image_first,35,40,5,0,0.9875,0.125,3.3917521079809543
24,Good,simultaneous,39,39,1,0,0.9871794871794872,0.025,4.1915698198009785
24,Good,word_first,39,38,1,2,0.95,0.025,3.6048176114915256
24,Neutral,image_first,36,36,4,4,0.9,0.1,2.5631031310892016
24,Neutral,simultaneous,36,36,2,4,0.9,0.05263157894736842,2.9014078241828702
24,Neutral,word_first,38,36,2,3,0.9230769230769231,0.05,3.0709304992243203
25,Bad,image_first,39,25,1,14,0.6410256410256411,0.025,2.3211656222513732
25,Bad,simultaneous,38,35,2,5,0.875,0.05,2.7952030073274807
25,Bad,word_first,38,36,2,4,0.9,0.05,2.9264051924960732
25,Good,image_first,38,37,2,3,0.925,0.05,3.0843850978899283
25,Good,simultaneous,39,38,1,2,0.95,0.025,3.6048176114915256
25,Good,word_first,38,37,2,3,0.925,0.05,3.0843850978899283
25,Neutral,image_first,34,21,6,19,0.525,0.15,1.0991401674370032
25,Neutral,simultaneous,31,31,9,9,0.775,0.225,1.5108300527209386
25,Neutral,word_first,37,30,3,10,0.75,0.075,2.1140212211345375
26,Bad,image_first,38,30,2,10,0.75,0.05,2.3193433771475545
26,Bad,simultaneous,40,34,0,6,0.85,0.0125,3.277836117098734
26,Bad,word_first,39,32,1,8,0.8,0.025,2.8015852181129683
26,Good,image_first,30,28,9,12,0.7,0.23076923076923078,1.26071643008417
26,Good,simultaneous,33,27,5,10,0.7297297297297297,0.13157894736842105,1.7309541747621542
26,Good,word_first,33,35,7,5,0.875,0.175,2.084938671449488
26,Neutral,image_first,37,38,3,2,0.95,0.075,3.0843850978899274
26,Neutral,simultaneous,39,36,1,4,0.9,0.025,3.241515550084655
26,Neutral,word_first,36,35,4,5,0.875,0.1,2.4319009459206087
27,Bad,image_first,39,38,1,2,0.95,0.025,3.6048176114915256
27,Bad,simultaneous,40,39,0,1,0.975,0.0125,4.201366712144998
27,Bad,word_first,39,38,1,2,0.95,0.025,3.6048176114915256
27,Good,image_first,37,39,3,1,0.975,0.075,3.399495455478509
27,Good,simultaneous,36,40,3,0,0.9875,0.07692307692307693,3.667479599877794
27,Good,word_first,39,38,1,2,0.95,0.025,3.6048176114915256
27,Neutral,image_first,39,40,1,0,0.9875,0.025,4.201366712145
27,Neutral,simultaneous,40,38,0,2,0.95,0.0125,3.886256354556416
27,Neutral,word_first,39,39,1,1,0.975,0.025,3.919927969080107
28,Bad,image_first,39,30,1,10,0.75,0.025,2.6344537347361356
28,Bad,simultaneous,38,38,2,2,0.95,0.05,3.289707253902944
28,Bad,word_first,39,32,1,8,0.8,0.025,2.8015852181129683
28,Good,image_first,37,36,3,4,0.9,0.075,2.7210830364830567
28,Good,simultaneous,39,35,1,5,0.875,0.025,3.1103133649160615
28,Good,word_first,34,37,6,3,0.925,0.15,2.4759648604322453
28,Neutral,image_first,40,36,0,4,0.9,0.0125,3.5229542931495454
28,Neutral,simultaneous,38,37,2,3,0.925,0.05,3.0843850978899283
28,Neutral,word_first,40,38,0,2,0.95,0.0125,3.886256354556416
29,Bad,image_first,38,34,2,6,0.85,0.05,2.6812870164452622
29,Bad,simultaneous,31,35,9,5,0.875,0.225,1.9057644067364772
29,Bad,word_first,32,38,8,2,0.95,0.2,2.486474860524386
29,Good,image_first,38,32,2,8,0.8,0.05,2.486474860524387
29,Good,simultaneous,35,32,5,8,0.8,0.125,1.9919706139489222
29,Good,word_first,31,37,9,3,0.925,0.225,2.1949464972989254
29,Neutral,image_first,37,39,3,1,0.975,0.075,3.399495455478509
29,Neutral,simultaneous,35,37,5,3,0.925,0.125,2.5898808513144638
29,Neutral,word_first,38,39,2,1,0.975,0.05,3.6048176114915265
30,Bad,image_first,40,38,0,2,0.95,0.0125,3.886256354556416
30,Bad,simultaneous,39,38,1,2,0.95,0.025,3.6048176114915256
30,Bad,word_first,40,39,0,1,0.975,0.0125,4.201366712144998
30,Good,image_first,40,40,0,0,0.9875,0.0125,4.482805455209891
30,Good,simultaneous,35,39,5,1,0.975,0.125,3.1103133649160615
30,Good,word_first,39,36,1,4,0.9,0.025,3.241515550084655
30,Neutral,image_first,39,39,1,1,0.975,0.025,3.919927969080107
30,Neutral,simultaneous,40,36,0,4,0.9,0.0125,3.5229542931495454
30,Neutral,word_first,40,40,0,0,0.9875,0.0125,4.482805455209891
